"annee","pole","hopital","service","chef","note","garde","ECOS","pédagogie..5","avis","matiere"
"DFASM1","Pole 1","Bichat","Maladies Infectieuses","Yazdanpanah",10,0,"oui",2,"Stage TRES CHRONOPHAGE : cours 2x par semaine a 8h30, presentation  LCA une fois par semaine a 8h15 , deux présentations de patients + évaluation de présentation +ECOS. 
Stage très interne dépendant mais les CCA fliquent beaucoup c’est lourd a la longue ( obligation d’émarger chaque matin). Au final on apprend pas tellement de chose pour le temps qu’on y passe . Si vous chercher un stage planque ( ideal pour le pole 1 ) FUYEEEEEEEEEEEEEZ 
Sinon priez pour avoir Lucas comme Cca ","Maladies infectieuses"
"DFASM1","Pole 1","HEGP","Chir cardio vasculaire","Achouh",11,8,"non",2,"Ce stage est composé de beaucoup de salle et seulement une semaine de bloc. Les cas en salles sont compliqués car il s'agit de retour de chir le plus souvent. Donc il faudrait déjà avoir des petites connaissances avant d'arriver. Les chapitres à travailler en priorité pour profiter du stage sont : la Fibrillation atriale (++), les valvulopathies, les traitement cardiovasculaire (anticoagulant+++), l'ECG (vous allez en voir beaucoup). Vous aurez l'occasion d'en voir beaucoup mais on va rarement vous l'expliquer en profondeur. Par contre si vous avez des questions vous pourrez plus vite profiter. 

Attention : Le lieu ou vous êtes indispensable = La consultation MINERVA qui a lieu grosso modo un jeudi sur 2. Il FAUT un externe pour faire les tests d'effort. Soyez surs qu'il y a toujours quelqu'un. 

Essayer de rester un maximum de temps au même endroit à la suite et de tourner le moins possible pour pouvoir suivre les patients. 

Profiter du bloc pour vous faire connaitre des chir et des PH. 

Globalement n'ayez pas peur de déranger au bloc, on attend de vous que vous soyez pro actifs, que vous vous présentiez, que vous posiez des questions (connaitre son anatomie est toujours un plus). 

Autre conseil : L'emploi du temps est compliqué pour ce stage à cause de tous les roulements. faite un emploi du temps hyper clean dès le debut et JUSQU'AU dernier jours de stage (quite à y passer 4h) parce que sinon vous allez vous enmeler les pinceaux. ","Cardiologie"
"DFASM1","Pole 1","Bichat","Maladies Infectieuses","Yazdanpanah",14,0,"oui",5,"Stage très prenant, on doit émarger tous les matins, sur le papier c'est 9h-13h mais le mardi et le jeudi début 8h30 car il y a cours et le mercredi 8h15 car présentation d'article et de cas cliniques par les externes. 
Au cours du stage: ECOS, entrainement (x2) à la présentation de patient,  évaluation sur notre capacité à présenter un patient, présentation d'un cas clinique+ analyse d'article, mention d´ECOS inversés au début du stage mais au final on en a pas fait. Honnêtement ça fait beaucoup (trop) de travail en plus du stage ""de base"" .
Stage très chef et internes dépendant mais globalement on est bien inclus dans l'équipe de soin, y'a beaucoup de points de cours le matin, les internes et chef sont globalement attentifs et cherchent à nous faire apprendre des choses, relisent nos mots etc
On voit beaucoup de pathologies différentes et avec les cours organisés ça nous permet de balayer toute la matière c'est vraiment bien.
Globalement il faut s'investir pour que ce soit rentable et faut y aller en sachant que c'est un stage prenant et assez fatiguant surtout pour un pole 1 mais au delà de ça on apprend beaucoup.","Maladies infectieuses"
"DFASM1","Pole 1","HEGP","Chir cardio vasculaire","Achouh",12,7,"non",3,"Tout d’abord pensez à bien vous répartir les postes et ne pas trop vous faire couiller, il y’a beaucoup de gardes donc répartissez les vous bien tout le long du stage ! (1 garde par semaine/tous le 10 jours c’est top)Chacun un samedi et un dimanche et surtout REMPLISSEZ TOUT LE PROGRAMME parce qu’une couille est vite arrivé, ou vous vous retrouvez à décider par messenger qui va etre de garde le samedi avant les partiels et je vous assure que c’est pas good ambi 
Sinon la consult : Allez avec le professeur Julia +++ il rpéond à toutes les questions, il est très abordable et faîtes minerva (consultation spéciale le jeudi matin, je vous laisse découvrir ça sur place)
En salle CCV : assez spécial, on ne nous explique pas vrmt ce que l’on attend de nous,on doit être là tous les jorus et pourtant notre rôle consiste souvent à suivre l’interne/le.a chef.fe. Pourtant au moment d’en discuter avec eux, ils nous expliquent de maanière peu agréable qu’ils attendent que l’on connaisse les patient, qu’on aille leur faire de l’EDT etc.. mais honnêtement entre la visite/les trajectoires et les ECG on a pas trop le temps. On va parfois voir les patients tous seuls, à ce moment là penser aux 4 p : PIPI/POPO/POUMON/PERFUSION
Les gardes : plutôt dodos en soit, juste on est pas payés pour la garde de samedi de 24H (enfin seulement 12 sur les 24). Penser à se lever un peu plus tôt pour faire les ECG des patients de chirurgie de cardiaque qui sortent
Au bloc : si l’on veut etre utile aller au bloc de vasculaire+++ trop de monde en cardio, intéressant mais vite ennuyant 
En congénital : pathologie assez complexe,mais meilleure ambiance qu’en salle CCV, poser ses questions ++, on est avec les externes de cardio 

Globalement ce qu’il manque dans ce cours c’est de l’information : on apprend les choses au goutte à goutte, on ne nous explique pas grand chose et on a vite l’impression que le service pourrait tourner sans nous à ‘l’exception des trajectoires et des ECG. L’ambiance n’est oas folle pcq tout lemonde a bcp de travail. Coeur sur les infirmières qui sont toujours prêtes à nous appendre des choses. Pour le pôle 1, il permet de revoir les maladies thromboembolique, les SCA (surtout si PEC chirurgical), les dissections aortiques, toutes les. Valvulopathies, la prise en charge par anticoagulant (j’ai même fait l’éducation thérapeutique d’une patiente sur les AVK).

Pour s’en sortir dans ce stage et l’apprécier il faut prendre son courage à deux mains, poser ses questions s’intéresser, forcer pour suivre l’interne quand il est appelé, globalement faire le.a forceur.euse mais pas trop le choix. Bon courage !","Cardiologie"
"DFASM1","Pole 1","Saint-Louis","Urologie","Desgrandchamps",14,7,"oui",3.5,"Stage très interne dépendant, et pour les prochains, les nouveaux internes novembre 2023, sont incroyables vous allez apprendre plein de trucs. Possible de  bien s'organiser entre costa pour avoir 3 semaines off en + de sa semaine de vacances. Stage planque sans être planque car entre les gardes (7 dans le trimestre) et les horaires de chir (7h30 le matin) cela peut être pas mal fatiguant. Les gardes se font aux urgences en duo avec un externe de dig/gastro: notre mission = s'occuper de la traumato (pansements, suture, accompagné à la radio, attelle, plâtre, faire les mots d'observ) possible d'être très autonome. Garde de 24h le dimanche. Sinon pour le stage d'uro en soit, il faut être présent en cours le lundi matin à 7h30 ++++++ Pas le stage le plus transcendant, très peu de possibilités de s'habiller au bloc mais quand c'est le cas c'est très sympa (greffe de rein, PMO, prostatectomie que peu pratique encore sans robot), parfait pour un stage chill pour le pôle 1, mais pas le + bénef en termes de collège ","Urologie"
"DFASM1","Pole 1","HEGP","Médecine vasculaire HTA","Messas",19,5,"oui",3.5,"Très bon stage trèssss formateur et on voir se toutes les pathologies ","Cardiologie"
"DFASM1","Pole 1","Bichat","Nephrologie","Vrtovsnik",18,0,"oui",3.5,"Je partais avec beaucoup d’attentes parce que la nephro est une spé que j’envisage. J’ai pas été déçue ! C’est vraiment hyper intéressant, archi transversal vous y verrez de la cardio, de la pneumo, de l’infectio, et pas mal d’uro mine de rien. Hyper rentable pour le pôle mais surtout pour la nephro, le collège est hyper fluide après et c’est vraiment un plaisir de bosser les glomerulopathies, vous verrez : )). Le chef de service est trop mimi c’est pas le cas de tous les seniors du service mais faut s’en ficher un peu et ils vous cassent pas les pieds. Comme type de patient globalement c’est beaucoup d’IRC avec des greffes et des dialysés ++ (et les complications d’immunosuppression qui vont avec) et parfois qques explorations d’IRA pour réfléchir un peu plus. Ya un staff anapath tous les jeudis matins où les anapath nous lisent les ponctions qu’on a fait la semaine, les glomérules n’auront plus de secrets pour vous eheh. 2 ECOS entraînements 1 validant, faut présenter tous les mardis à la visite et le vendredi au staff quand on est d’astreinte le samedi donc ça entraîne pas mal. J’ai adoré parce que mes co externes étaient top et mes internes aussi, comme tous les stages ça reste cca et interne dépendant donc je peux pas vous garantir que l’ambiance sera aussi géniale pour vous qu’elle l’a été pour moi. Mais le nouveau CCA est top en tous cas, hyper pédagogue. Bémol sur les cours j’ai pas trop kiffé mais c’est pas très grave en vrai parce que le stage enseigne bcp bcp de trucs. Foncez !! ","Néphrologie"
"DFASM1","Pole 1","Bichat","Pneumologie","Mal",14,0,"oui",4.5,"N’hésitez pas à partir quand il est 13h","Pneumologie"
"DFASM1","Pole 1","HEGP","Physiologie respiratoire","Gunther",14,4,"oui",4,"On a vite fait le tour avec ce stage étant donné qu’il est très niche. On voit de gens souffler et marcher. De temps en temps on peut taper l’incrust en consultation mais c’est clairement pas un stage où on investit nos connaissances sémiologiques. Très planque au final. Heureusement tout le staff est super sympa (ça rattrape un peu la répartition des tâches à faire). On voit moins les chefs mais il y en a toujours un dispo pour répondre à nos interrogations lors de l’interprétation des EFR.","Pneumologie"
"DFASM1","Pole 1","Inconnu","Uro IMM","Inconnu",12,7,"non",3,"Stage d'uro maxi plank. Il faut être là le mercredi matin pour le staff et le cours. 
Le reste du temps vous faites ""votre planning à votre guise"" mais comme le chef de service est la seule personne qui sait que vous existez c'est très chill parce qu'il est maxi occupé. 

Le plus de ce stage (en plus du temps qu'il libère pour le pôle 1) c'est les gardes. 
Elles sont supers intéressantes et vous faites pleins de choses : les urgences, le suivi du travail avec les sages femmes, les accouchements 4 mains, les césariennes... et en général on dort pkutot tôt pour de l'obs.
Les équipes sont super sympa et n'hésitez pas à allez voir les sages femmes (vous apprenez beaucoup avec elle) 

Seul bémol des gardes : elles sont très prenantes (24h) donc dans ce stage vous voyez plus de gyneco que d'uro (pas hyper rentable pour un pôle 1 T1)
","Urologie"
"DFASM1","Pole 1","Bichat","Pneumologie","Mal",16,0,"non",4,"Stage sympa, les chefs sont tous jeunes et expliquent pas mal de choses quand on pose des questions. On a environ 3/5 patients attribués chacun et on les voit tous les jours, on les présente à la visite (parfois en staff). Les internes sont super sympa. On apprend des trucs assez généraux de pneumo (BPCO, IRC, pneumothorax, hémotypsie, un peu de Onco pneumo aussi) par contre spécialisé ++ en transplantation pulmonaire donc du hors programme +. Les cours sont top (environ 2 par semaine). Stage pas planque du tout, les chefs veulent que tu sois là tous les jours. Les externes sont répartis entre 2 étages et l'ambiance est pas forcément la même (je recommande ++ le 8ème étage). Le grand staff du mercredi est interminable... Par contre 0 gardes donc benef et que 2 astreintes","Pneumologie"
"DFASM1","Pole 1","Nanterre","Cardiologie","Goudjil",12,0,"non",1.5,"Ce stage n’est pas un stage adapté pour des externes en D2 dans le sens où les cours proposés sont taillés pour des internes. 

Malgré le fait de faire des journées complètes parfois on ne m’a pas laissé, en dépit d’une très bonne volonté faire d’entrée. On a pas d’accès à un ordinateur donc pas de rédaction d’observation.

Je n’ai pas eu l’occasion de faire d’examen clinique complet seul, pas de réel rôle.

A part ça le stage est très chill, l’équipe met très à l’aise. Pour apprendre des choses il faut rester auprès du crack Dr.GUAIRAD.

Ce stage est concerné par la prime d’éloignement.

On finit par ne plus y aller parce que l’intérêt pédagogique n’y est pas, pour le pôle 1 ce stage peut avoir l’intérêt de vous laisser du temps pour réviser (planque)
Je ne pense pas néanmoins qu’il permette de devenir un bon externe à l’hôpital et je vais aborder mon stage suivant avec un peu d’appréhension concernant les capacités que je n’ai pas pu acquérir lors de ce stage.

Si vous vous faites chier demandez aux infirmières de faire des gestes, parfois j’y allais plus tôt exprès pour pouvoir faire des piqûres.

","Cardiologie"
"DFASM1","Pole 1","Bichat","Onco-pneumo","Zalcman",12,0,"oui",2.5,"Le stage est très interne dépendant. Maintenant que l’hospitalisation a fermé il n’y a plus que l’hospitalisation de jour. L’équipe paramédicale est très bienveillante, il y a une bonne ambiance. 
En gros on va juste en consultation avec qui veut bien de nous ( ne pas hésiter à demander sinon ça peut être long) et on sort vers 12h 
Ils ne sont pas très regardant sur notre présence tant qu’on est au moins une personne 
Pour l’hospitalisation on est deux et on fait les astreintes là-bas pour l’instant c’est fermé mais ça va réouvrir normalement en janvier 
Il y’a que l’interne et la médecin passe mais pas tous les jours pour la visite. On ne présente pas de patients 

Il y’a des cours avec les pneumo qui sont très intéressant
","Cancérologie"
